Id,Bot
2281292622,0
2344040251,0
765871267,0
4772373433,0
1324548560,0
2561341789,0
347810134,0
856303860,0
832875000000000000,0
88856792,0
713557000000000000,0
1566746503,0
90420314,0
184910040,0
157690631,0
42420346,0
42382447,0
43993280,0
2305236733,0
742794000000000000,1
31348594,0
122085859,0
23573083,0
43152482,0
188857501,0
2911272579,0
35094637,0
146252766,0
85430866,0
55117855,0
827942000000000000,1
234837526,0
783000000000000000,0
2236911966,0
238706610,0
537915105,0
19058681,0
2568986838,0
3002601144,1
515652246,0
3411760894,1
34507480,0
1389883381,0
702010302,0
91425881,0
401790812,0
73992972,0
256722290,0
813286,0
5402612,0
742143,0
328539939,0
265430292,0
1257568902,0
132385468,0
211859777,0
827983208,0
72878717,1
28909448,0
43091065,0
50393960,0
807343000000000000,1
372561152,0
385100876,0
14920785,0
783048890,0
274656070,0
3041716769,1
2452513406,0
2575001119,0
845989000000000000,0
854348514,0
718745000000000000,0
2419524854,0
1389274284,1
705067000000000000,0
842061000000000000,0
69274980,0
116000361,0
1281901753,0
26436076,0
777991000000000000,0
350597282,0
153029178,0
64848375,1
165500655,0
16409683,0
142275422,0
21627372,0
106219812,0
203188566,0
100220864,0
331370908,0
280749815,0
1613648400,0
1473174745,0
456806128,0
1068121346,0
2893075037,0
414311965,0
415798356,0
17782745,0
770626380,0
749000000000000000,0
459483899,0
119509520,0
196267596,0
852763903,0
3433157163,0
759251,0
428333,0
1478891947,0
18863815,0
94707303,0
115485051,0
2727212335,1
237099368,0
3353453309,1
2716075003,0
3254849422,0
155659213,0
17822889,1
115551858,0
2216984384,1
1685674562,0
20978103,0
25521487,0
18695035,0
456862468,0
23976386,0
304932002,0
132309397,0
233532563,0
222622640,0
21111883,0
1249693405,0
3472594037,0
101695592,0
777000000000000000,1
1104552637,0
207247991,0
82066670,0
30268626,0
31127587,0
775000000000000000,0
834167000000000000,0
27195114,0
2499849926,0
103768104,0
24946505,0
2714673572,1
85452649,0
4481535434,0
258092952,0
943358419,0
2714207155,0
315519939,0
22940219,0
166739404,0
24568975,1
862483279,0
1360627633,1
173460266,0
21323153,0
2557521,0
3105588872,0
67761261,0
858183698,0
96951800,0
43393110,0
565191043,0
2969875259,1
234121917,0
756000000000000000,0
4915905545,0
825000000000000000,0
2571043022,0
705786000000000000,1
724027000000000000,0
318233704,1
3405098242,0
20536157,0
2565339643,0
163425239,0
795777000000000000,0
723974000000000000,0
2629389268,0
168837454,0
784040629,0
204941435,1
93023732,0
181561712,0
840688000000000000,0
53471080,0
3762458901,0
3297340437,0
529764127,0
854430271,0
4438807636,0
736498000000000000,1
738606434,0
2546279960,0
391560579,0
769629000000000000,0
2756371298,0
58924265,1
542808418,1
101311381,0
189665290,0
92717138,0
113419517,0
169058185,0
3433228216,1
764000000000000000,1
2857426909,0
801419000000000000,0
180505807,0
843462523,0
811000000000000000,0
14587132,0
3229338322,0
18524364,0
1183779272,0
389576735,0
2830252572,0
200179075,0
15485441,0
4728875516,0
226956469,0
85603854,0
47177496,0
3496516336,1
153130536,0
221097446,0
261025036,0
26565946,0
1627734804,0
219718241,0
20744091,0
27260086,0
60865434,0
2935804025,0
2555802726,0
169686021,0
2716014782,0
765576000000000000,1
459660480,0
767000000000000000,0
21447363,0
701329000000000000,0
721526000000000000,1
632775923,0
2574905460,0
157140968,0
102424662,0
3020652335,0
23151437,0
2925761350,0
32959253,0
25365536,0
850755931,0
23083404,0
836270000000000000,0
3020873886,0
23617610,0
401269376,0
236699098,0
14230524,0
333055559,0
123343918,0
133880286,0
96904590,0
768981000000000000,0
769248000000000000,1
158314798,0
3153783803,0
116362700,0
122555708,0
470792609,0
498549828,0
84279963,0
2713738866,0
522264595,0
82375729,0
57113624,0
845343720,0
2774502312,1
800721000000000000,1
828977000000000000,0
2572483813,0
3229574074,0
739491000000000000,0
19248106,0
2567072732,0
90748957,0
3229405733,0
19670467,0
416030450,0
3245582815,1
449436847,0
758469000000000000,0
159966364,0
382972481,0
27106837,0
860795611,0
106010958,0
244743317,0
168477019,0
1403581621,0
268414482,0
2381315456,1
4054357513,0
375117674,0
244910581,0
3364413982,1
754892000000000000,0
219255067,0
64459603,0
164481132,0
465182549,0
133404204,0
740000000000000000,0
850495242,0
852739632,0
26658046,0
52775726,0
18839785,0
11348282,0
17471979,0
253321807,0
36107106,0
19923144,0
556142994,0
18393773,0
2314672190,1
780708000000000000,1
158487331,0
19426551,0
105119490,0
59775065,0
55752358,0
35787166,0
407616007,0
22342898,0
256634583,0
2561646679,0
4091727471,1
3290651747,0
3426729850,0
807095,0
306097862,0
352376426,0
3229554058,0
4095361159,0
129942953,0
759025000000000000,0
858204450,0
15888142,0
3298173622,0
209708391,0
19397785,0
845589283,0
84083187,0
856242686,0
589535421,0
71978637,0
4855815726,0
3020309903,1
165731902,0
903162031,0
375694319,0
23652567,0
123322294,0
28706024,0
31927467,0
1273164162,0
3901064081,0
471741741,0
728139000000000000,0
822216000000000000,0
44252420,0
18681139,0
145046142,0
35408870,0
3137971624,1
856077606,0
768783000000000000,0
4639760414,0
190550701,0
3265528788,0
2556842574,0
4883207059,0
2564337723,0
205203060,0
716530098,0
